,name,year,month,era,bs_trip,selection,complete,shut_down,win,group,count,hold,innings,loss,blame,hitter,steersman,safety,stroke2,stroke3,homer,walk,high4,dune,fan,pitching,WHIP,bit_avg,on_base_per,OPS
571,KIA,11,6월,4.10,515,133,7,4,70,63,37,29,1163.2,580,530,4991,4340,1117,,,87,457,14,76,920,,1.35,.257,.337,
572,SK,11,6월,3.59,562,133,1,0,71,59,63,37,1192.1,522,476,5032,4291,1001,,,93,541,24,65,1006,,1.29,.233,.326,
573,삼성,11,6월,3.35,532,133,1,1,79,50,74,48,1196.1,513,445,5077,4527,1191,,,92,395,8,38,841,,1.33,.263,.326,
574,한화,11,7월,5.11,561,133,4,1,59,72,36,26,1175.0,727,667,5280,4578,1273,,,128,524,10,55,938,,1.53,.278,.356,
575,넥센,11,7월,4.36,609,133,0,0,51,80,66,30,1171.1,622,568,5195,4357,1167,,,81,601,16,76,830,,1.51,.268,.363,
576,두산,11,7월,4.26,530,133,4,2,61,70,46,34,1188.2,619,563,5170,4463,1231,,,96,476,19,75,855,,1.44,.276,.352,
577,롯데,11,7월,4.20,552,133,3,2,72,56,45,27,1187.0,619,554,5114,4493,1256,,,113,430,19,58,787,,1.42,.280,.348,
578,LG,11,7월,4.15,564,133,2,1,59,72,50,30,1193.2,620,550,5209,4494,1173,,,80,512,20,71,827,,1.41,.261,.344,
579,KIA,11,7월,4.10,515,133,7,4,70,63,37,29,1163.2,580,530,4991,4340,1117,,,87,457,14,76,920,,1.35,.257,.337,
580,SK,11,7월,3.59,562,133,1,0,71,59,63,37,1192.1,522,476,5032,4291,1001,,,93,541,24,65,1006,,1.29,.233,.326,
581,삼성,11,7월,3.35,532,133,1,1,79,50,74,48,1196.1,513,445,5077,4527,1191,,,92,395,8,38,841,,1.33,.263,.326,
582,한화,11,8월,5.11,561,133,4,1,59,72,36,26,1175.0,727,667,5280,4578,1273,,,128,524,10,55,938,,1.53,.278,.356,
583,넥센,11,8월,4.36,609,133,0,0,51,80,66,30,1171.1,622,568,5195,4357,1167,,,81,601,16,76,830,,1.51,.268,.363,
584,두산,11,8월,4.26,530,133,4,2,61,70,46,34,1188.2,619,563,5170,4463,1231,,,96,476,19,75,855,,1.44,.276,.352,
585,롯데,11,8월,4.20,552,133,3,2,72,56,45,27,1187.0,619,554,5114,4493,1256,,,113,430,19,58,787,,1.42,.280,.348,
586,LG,11,8월,4.15,564,133,2,1,59,72,50,30,1193.2,620,550,5209,4494,1173,,,80,512,20,71,827,,1.41,.261,.344,
587,KIA,11,8월,4.10,515,133,7,4,70,63,37,29,1163.2,580,530,4991,4340,1117,,,87,457,14,76,920,,1.35,.257,.337,
588,SK,11,8월,3.59,562,133,1,0,71,59,63,37,1192.1,522,476,5032,4291,1001,,,93,541,24,65,1006,,1.29,.233,.326,
589,삼성,11,8월,3.35,532,133,1,1,79,50,74,48,1196.1,513,445,5077,4527,1191,,,92,395,8,38,841,,1.33,.263,.326,
590,한화,11,9월,5.11,561,133,4,1,59,72,36,26,1175.0,727,667,5280,4578,1273,,,128,524,10,55,938,,1.53,.278,.356,
591,넥센,11,9월,4.36,609,133,0,0,51,80,66,30,1171.1,622,568,5195,4357,1167,,,81,601,16,76,830,,1.51,.268,.363,
592,두산,11,9월,4.26,530,133,4,2,61,70,46,34,1188.2,619,563,5170,4463,1231,,,96,476,19,75,855,,1.44,.276,.352,
593,롯데,11,9월,4.20,552,133,3,2,72,56,45,27,1187.0,619,554,5114,4493,1256,,,113,430,19,58,787,,1.42,.280,.348,
594,LG,11,9월,4.15,564,133,2,1,59,72,50,30,1193.2,620,550,5209,4494,1173,,,80,512,20,71,827,,1.41,.261,.344,
595,KIA,11,9월,4.10,515,133,7,4,70,63,37,29,1163.2,580,530,4991,4340,1117,,,87,457,14,76,920,,1.35,.257,.337,
596,SK,11,9월,3.59,562,133,1,0,71,59,63,37,1192.1,522,476,5032,4291,1001,,,93,541,24,65,1006,,1.29,.233,.326,
597,삼성,11,9월,3.35,532,133,1,1,79,50,74,48,1196.1,513,445,5077,4527,1191,,,92,395,8,38,841,,1.33,.263,.326,
598,한화,12,3월,4.55,550,133,3,0,53,77,54,29,1172.1,647,593,5092,4368,1148,,,106,488,18,68,936,,1.40,.263,.343,
599,LG,12,3월,4.02,576,133,1,0,57,72,64,35,1202.0,580,537,5188,4537,1235,,,65,422,23,71,735,,1.38,.272,.341,
600,KIA,12,3월,3.90,535,133,11,6,62,65,33,27,1183.2,564,513,5101,4431,1161,,,69,452,13,68,822,,1.36,.262,.337,
601,넥센,12,3월,3.83,493,133,3,1,61,69,34,36,1187.1,551,505,5116,4360,1131,,,80,535,9,74,853,,1.40,.259,.347,
602,SK,12,3월,3.82,549,133,0,0,71,59,69,40,1181.1,528,502,5007,4356,1114,,,90,457,26,70,814,,1.33,.256,.334,
603,두산,12,3월,3.58,513,133,9,3,68,62,47,38,1193.1,519,475,5012,4331,1053,,,66,491,17,57,802,,1.29,.243,.326,
604,롯데,12,3월,3.48,598,133,3,1,65,62,63,39,1190.1,518,460,5070,4422,1145,,,74,469,20,53,825,,1.36,.259,.335,
605,삼성,12,3월,3.39,522,133,3,0,80,51,71,39,1187.2,473,448,4941,4394,1085,,,65,384,14,37,885,,1.24,.247,.310,
606,한화,12,4월,4.55,550,133,3,0,53,77,54,29,1172.1,647,593,5092,4368,1148,,,106,488,18,68,936,,1.40,.263,.343,
607,LG,12,4월,4.02,576,133,1,0,57,72,64,35,1202.0,580,537,5188,4537,1235,,,65,422,23,71,735,,1.38,.272,.341,
608,KIA,12,4월,3.90,535,133,11,6,62,65,33,27,1183.2,564,513,5101,4431,1161,,,69,452,13,68,822,,1.36,.262,.337,
609,넥센,12,4월,3.83,493,133,3,1,61,69,34,36,1187.1,551,505,5116,4360,1131,,,80,535,9,74,853,,1.40,.259,.347,
610,SK,12,4월,3.82,549,133,0,0,71,59,69,40,1181.1,528,502,5007,4356,1114,,,90,457,26,70,814,,1.33,.256,.334,
611,두산,12,4월,3.58,513,133,9,3,68,62,47,38,1193.1,519,475,5012,4331,1053,,,66,491,17,57,802,,1.29,.243,.326,
612,롯데,12,4월,3.48,598,133,3,1,65,62,63,39,1190.1,518,460,5070,4422,1145,,,74,469,20,53,825,,1.36,.259,.335,
613,삼성,12,4월,3.39,522,133,3,0,80,51,71,39,1187.2,473,448,4941,4394,1085,,,65,384,14,37,885,,1.24,.247,.310,
614,한화,12,5월,4.55,550,133,3,0,53,77,54,29,1172.1,647,593,5092,4368,1148,,,106,488,18,68,936,,1.40,.263,.343,
615,LG,12,5월,4.02,576,133,1,0,57,72,64,35,1202.0,580,537,5188,4537,1235,,,65,422,23,71,735,,1.38,.272,.341,
616,KIA,12,5월,3.90,535,133,11,6,62,65,33,27,1183.2,564,513,5101,4431,1161,,,69,452,13,68,822,,1.36,.262,.337,
617,넥센,12,5월,3.83,493,133,3,1,61,69,34,36,1187.1,551,505,5116,4360,1131,,,80,535,9,74,853,,1.40,.259,.347,
618,SK,12,5월,3.82,549,133,0,0,71,59,69,40,1181.1,528,502,5007,4356,1114,,,90,457,26,70,814,,1.33,.256,.334,
619,두산,12,5월,3.58,513,133,9,3,68,62,47,38,1193.1,519,475,5012,4331,1053,,,66,491,17,57,802,,1.29,.243,.326,
620,롯데,12,5월,3.48,598,133,3,1,65,62,63,39,1190.1,518,460,5070,4422,1145,,,74,469,20,53,825,,1.36,.259,.335,
621,삼성,12,5월,3.39,522,133,3,0,80,51,71,39,1187.2,473,448,4941,4394,1085,,,65,384,14,37,885,,1.24,.247,.310,
622,한화,12,6월,4.55,550,133,3,0,53,77,54,29,1172.1,647,593,5092,4368,1148,,,106,488,18,68,936,,1.40,.263,.343,
623,LG,12,6월,4.02,576,133,1,0,57,72,64,35,1202.0,580,537,5188,4537,1235,,,65,422,23,71,735,,1.38,.272,.341,
624,KIA,12,6월,3.90,535,133,11,6,62,65,33,27,1183.2,564,513,5101,4431,1161,,,69,452,13,68,822,,1.36,.262,.337,
625,넥센,12,6월,3.83,493,133,3,1,61,69,34,36,1187.1,551,505,5116,4360,1131,,,80,535,9,74,853,,1.40,.259,.347,
626,SK,12,6월,3.82,549,133,0,0,71,59,69,40,1181.1,528,502,5007,4356,1114,,,90,457,26,70,814,,1.33,.256,.334,
627,두산,12,6월,3.58,513,133,9,3,68,62,47,38,1193.1,519,475,5012,4331,1053,,,66,491,17,57,802,,1.29,.243,.326,
628,롯데,12,6월,3.48,598,133,3,1,65,62,63,39,1190.1,518,460,5070,4422,1145,,,74,469,20,53,825,,1.36,.259,.335,
629,삼성,12,6월,3.39,522,133,3,0,80,51,71,39,1187.2,473,448,4941,4394,1085,,,65,384,14,37,885,,1.24,.247,.310,
630,한화,12,7월,4.55,550,133,3,0,53,77,54,29,1172.1,647,593,5092,4368,1148,,,106,488,18,68,936,,1.40,.263,.343,
631,LG,12,7월,4.02,576,133,1,0,57,72,64,35,1202.0,580,537,5188,4537,1235,,,65,422,23,71,735,,1.38,.272,.341,
632,KIA,12,7월,3.90,535,133,11,6,62,65,33,27,1183.2,564,513,5101,4431,1161,,,69,452,13,68,822,,1.36,.262,.337,
633,넥센,12,7월,3.83,493,133,3,1,61,69,34,36,1187.1,551,505,5116,4360,1131,,,80,535,9,74,853,,1.40,.259,.347,
634,SK,12,7월,3.82,549,133,0,0,71,59,69,40,1181.1,528,502,5007,4356,1114,,,90,457,26,70,814,,1.33,.256,.334,
635,두산,12,7월,3.58,513,133,9,3,68,62,47,38,1193.1,519,475,5012,4331,1053,,,66,491,17,57,802,,1.29,.243,.326,
636,롯데,12,7월,3.48,598,133,3,1,65,62,63,39,1190.1,518,460,5070,4422,1145,,,74,469,20,53,825,,1.36,.259,.335,
637,삼성,12,7월,3.39,522,133,3,0,80,51,71,39,1187.2,473,448,4941,4394,1085,,,65,384,14,37,885,,1.24,.247,.310,
638,한화,12,8월,4.55,550,133,3,0,53,77,54,29,1172.1,647,593,5092,4368,1148,,,106,488,18,68,936,,1.40,.263,.343,
639,LG,12,8월,4.02,576,133,1,0,57,72,64,35,1202.0,580,537,5188,4537,1235,,,65,422,23,71,735,,1.38,.272,.341,
640,KIA,12,8월,3.90,535,133,11,6,62,65,33,27,1183.2,564,513,5101,4431,1161,,,69,452,13,68,822,,1.36,.262,.337,
641,넥센,12,8월,3.83,493,133,3,1,61,69,34,36,1187.1,551,505,5116,4360,1131,,,80,535,9,74,853,,1.40,.259,.347,
642,SK,12,8월,3.82,549,133,0,0,71,59,69,40,1181.1,528,502,5007,4356,1114,,,90,457,26,70,814,,1.33,.256,.334,
643,두산,12,8월,3.58,513,133,9,3,68,62,47,38,1193.1,519,475,5012,4331,1053,,,66,491,17,57,802,,1.29,.243,.326,
644,롯데,12,8월,3.48,598,133,3,1,65,62,63,39,1190.1,518,460,5070,4422,1145,,,74,469,20,53,825,,1.36,.259,.335,
645,삼성,12,8월,3.39,522,133,3,0,80,51,71,39,1187.2,473,448,4941,4394,1085,,,65,384,14,37,885,,1.24,.247,.310,
646,한화,12,9월,4.55,550,133,3,0,53,77,54,29,1172.1,647,593,5092,4368,1148,,,106,488,18,68,936,,1.40,.263,.343,
647,LG,12,9월,4.02,576,133,1,0,57,72,64,35,1202.0,580,537,5188,4537,1235,,,65,422,23,71,735,,1.38,.272,.341,
648,KIA,12,9월,3.90,535,133,11,6,62,65,33,27,1183.2,564,513,5101,4431,1161,,,69,452,13,68,822,,1.36,.262,.337,
649,넥센,12,9월,3.83,493,133,3,1,61,69,34,36,1187.1,551,505,5116,4360,1131,,,80,535,9,74,853,,1.40,.259,.347,
650,SK,12,9월,3.82,549,133,0,0,71,59,69,40,1181.1,528,502,5007,4356,1114,,,90,457,26,70,814,,1.33,.256,.334,
651,두산,12,9월,3.58,513,133,9,3,68,62,47,38,1193.1,519,475,5012,4331,1053,,,66,491,17,57,802,,1.29,.243,.326,
652,롯데,12,9월,3.48,598,133,3,1,65,62,63,39,1190.1,518,460,5070,4422,1145,,,74,469,20,53,825,,1.36,.259,.335,
653,삼성,12,9월,3.39,522,133,3,0,80,51,71,39,1187.2,473,448,4941,4394,1085,,,65,384,14,37,885,,1.24,.247,.310,
654,한화,13,3월,5.31,538,128,2,0,42,85,34,22,1129.0,711,666,5073,4325,1195,,,98,532,0,95,822,,1.53,.276,.365,
655,KIA,13,3월,5.12,551,128,2,0,51,74,50,32,1142.1,711,650,5200,4465,1307,,,88,532,0,76,923,,1.61,.293,.374,
656,두산,13,3월,4.57,537,128,1,0,71,54,42,30,1150.1,625,584,5043,4347,1183,,,84,514,0,76,848,,1.48,.272,.356,
657,SK,13,3월,4.16,522,128,4,1,62,63,38,31,1139.0,571,527,4932,4240,1091,,,101,505,0,70,878,,1.40,.257,.343,
658,넥센,13,3월,4.12,541,128,0,0,72,54,70,50,1146.1,576,525,4996,4299,1160,,,75,503,0,84,860,,1.45,.270,.355,
659,삼성,13,3월,3.98,508,128,2,1,75,51,49,31,1146.2,545,507,4896,4325,1119,,,98,411,0,60,955,,1.33,.259,.330,
660,NC,13,3월,3.96,510,128,5,1,52,72,31,26,1144.1,551,503,4919,4232,1077,,,96,458,0,94,857,,1.34,.255,.337,
661,롯데,13,3월,3.93,537,128,1,1,66,58,64,38,1149.1,553,502,4986,4303,1148,,,84,489,0,62,820,,1.42,.267,.347,
662,LG,13,3월,3.72,579,128,4,2,74,54,86,42,1134.2,510,469,4848,4258,1131,,,74,406,0,87,822,,1.36,.266,.339,
663,한화,13,4월,5.31,538,128,2,0,42,85,34,22,1129.0,711,666,5073,4325,1195,,,98,532,0,95,822,,1.53,.276,.365,
664,KIA,13,4월,5.12,551,128,2,0,51,74,50,32,1142.1,711,650,5200,4465,1307,,,88,532,0,76,923,,1.61,.293,.374,
665,두산,13,4월,4.57,537,128,1,0,71,54,42,30,1150.1,625,584,5043,4347,1183,,,84,514,0,76,848,,1.48,.272,.356,
666,SK,13,4월,4.16,522,128,4,1,62,63,38,31,1139.0,571,527,4932,4240,1091,,,101,505,0,70,878,,1.40,.257,.343,
667,넥센,13,4월,4.12,541,128,0,0,72,54,70,50,1146.1,576,525,4996,4299,1160,,,75,503,0,84,860,,1.45,.270,.355,
668,삼성,13,4월,3.98,508,128,2,1,75,51,49,31,1146.2,545,507,4896,4325,1119,,,98,411,0,60,955,,1.33,.259,.330,
669,NC,13,4월,3.96,510,128,5,1,52,72,31,26,1144.1,551,503,4919,4232,1077,,,96,458,0,94,857,,1.34,.255,.337,
670,롯데,13,4월,3.93,537,128,1,1,66,58,64,38,1149.1,553,502,4986,4303,1148,,,84,489,0,62,820,,1.42,.267,.347,
671,LG,13,4월,3.72,579,128,4,2,74,54,86,42,1134.2,510,469,4848,4258,1131,,,74,406,0,87,822,,1.36,.266,.339,
672,한화,13,5월,5.31,538,128,2,0,42,85,34,22,1129.0,711,666,5073,4325,1195,,,98,532,0,95,822,,1.53,.276,.365,
673,KIA,13,5월,5.12,551,128,2,0,51,74,50,32,1142.1,711,650,5200,4465,1307,,,88,532,0,76,923,,1.61,.293,.374,
674,두산,13,5월,4.57,537,128,1,0,71,54,42,30,1150.1,625,584,5043,4347,1183,,,84,514,0,76,848,,1.48,.272,.356,
675,SK,13,5월,4.16,522,128,4,1,62,63,38,31,1139.0,571,527,4932,4240,1091,,,101,505,0,70,878,,1.40,.257,.343,
676,넥센,13,5월,4.12,541,128,0,0,72,54,70,50,1146.1,576,525,4996,4299,1160,,,75,503,0,84,860,,1.45,.270,.355,
677,삼성,13,5월,3.98,508,128,2,1,75,51,49,31,1146.2,545,507,4896,4325,1119,,,98,411,0,60,955,,1.33,.259,.330,
678,NC,13,5월,3.96,510,128,5,1,52,72,31,26,1144.1,551,503,4919,4232,1077,,,96,458,0,94,857,,1.34,.255,.337,
679,롯데,13,5월,3.93,537,128,1,1,66,58,64,38,1149.1,553,502,4986,4303,1148,,,84,489,0,62,820,,1.42,.267,.347,
680,LG,13,5월,3.72,579,128,4,2,74,54,86,42,1134.2,510,469,4848,4258,1131,,,74,406,0,87,822,,1.36,.266,.339,
681,한화,13,6월,5.31,538,128,2,0,42,85,34,22,1129.0,711,666,5073,4325,1195,,,98,532,0,95,822,,1.53,.276,.365,
682,KIA,13,6월,5.12,551,128,2,0,51,74,50,32,1142.1,711,650,5200,4465,1307,,,88,532,0,76,923,,1.61,.293,.374,
683,두산,13,6월,4.57,537,128,1,0,71,54,42,30,1150.1,625,584,5043,4347,1183,,,84,514,0,76,848,,1.48,.272,.356,
684,SK,13,6월,4.16,522,128,4,1,62,63,38,31,1139.0,571,527,4932,4240,1091,,,101,505,0,70,878,,1.40,.257,.343,
685,넥센,13,6월,4.12,541,128,0,0,72,54,70,50,1146.1,576,525,4996,4299,1160,,,75,503,0,84,860,,1.45,.270,.355,
686,삼성,13,6월,3.98,508,128,2,1,75,51,49,31,1146.2,545,507,4896,4325,1119,,,98,411,0,60,955,,1.33,.259,.330,
687,NC,13,6월,3.96,510,128,5,1,52,72,31,26,1144.1,551,503,4919,4232,1077,,,96,458,0,94,857,,1.34,.255,.337,
688,롯데,13,6월,3.93,537,128,1,1,66,58,64,38,1149.1,553,502,4986,4303,1148,,,84,489,0,62,820,,1.42,.267,.347,
689,LG,13,6월,3.72,579,128,4,2,74,54,86,42,1134.2,510,469,4848,4258,1131,,,74,406,0,87,822,,1.36,.266,.339,
690,한화,13,7월,5.31,538,128,2,0,42,85,34,22,1129.0,711,666,5073,4325,1195,,,98,532,0,95,822,,1.53,.276,.365,
691,KIA,13,7월,5.12,551,128,2,0,51,74,50,32,1142.1,711,650,5200,4465,1307,,,88,532,0,76,923,,1.61,.293,.374,
692,두산,13,7월,4.57,537,128,1,0,71,54,42,30,1150.1,625,584,5043,4347,1183,,,84,514,0,76,848,,1.48,.272,.356,
693,SK,13,7월,4.16,522,128,4,1,62,63,38,31,1139.0,571,527,4932,4240,1091,,,101,505,0,70,878,,1.40,.257,.343,
694,넥센,13,7월,4.12,541,128,0,0,72,54,70,50,1146.1,576,525,4996,4299,1160,,,75,503,0,84,860,,1.45,.270,.355,
695,삼성,13,7월,3.98,508,128,2,1,75,51,49,31,1146.2,545,507,4896,4325,1119,,,98,411,0,60,955,,1.33,.259,.330,
696,NC,13,7월,3.96,510,128,5,1,52,72,31,26,1144.1,551,503,4919,4232,1077,,,96,458,0,94,857,,1.34,.255,.337,
697,롯데,13,7월,3.93,537,128,1,1,66,58,64,38,1149.1,553,502,4986,4303,1148,,,84,489,0,62,820,,1.42,.267,.347,
698,LG,13,7월,3.72,579,128,4,2,74,54,86,42,1134.2,510,469,4848,4258,1131,,,74,406,0,87,822,,1.36,.266,.339,
699,한화,13,8월,5.31,538,128,2,0,42,85,34,22,1129.0,711,666,5073,4325,1195,,,98,532,0,95,822,,1.53,.276,.365,
700,KIA,13,8월,5.12,551,128,2,0,51,74,50,32,1142.1,711,650,5200,4465,1307,,,88,532,0,76,923,,1.61,.293,.374,
701,두산,13,8월,4.57,537,128,1,0,71,54,42,30,1150.1,625,584,5043,4347,1183,,,84,514,0,76,848,,1.48,.272,.356,
702,SK,13,8월,4.16,522,128,4,1,62,63,38,31,1139.0,571,527,4932,4240,1091,,,101,505,0,70,878,,1.40,.257,.343,
703,넥센,13,8월,4.12,541,128,0,0,72,54,70,50,1146.1,576,525,4996,4299,1160,,,75,503,0,84,860,,1.45,.270,.355,
704,삼성,13,8월,3.98,508,128,2,1,75,51,49,31,1146.2,545,507,4896,4325,1119,,,98,411,0,60,955,,1.33,.259,.330,
705,NC,13,8월,3.96,510,128,5,1,52,72,31,26,1144.1,551,503,4919,4232,1077,,,96,458,0,94,857,,1.34,.255,.337,
706,롯데,13,8월,3.93,537,128,1,1,66,58,64,38,1149.1,553,502,4986,4303,1148,,,84,489,0,62,820,,1.42,.267,.347,
707,LG,13,8월,3.72,579,128,4,2,74,54,86,42,1134.2,510,469,4848,4258,1131,,,74,406,0,87,822,,1.36,.266,.339,
708,한화,13,9월,5.31,538,128,2,0,42,85,34,22,1129.0,711,666,5073,4325,1195,,,98,532,0,95,822,,1.53,.276,.365,
709,KIA,13,9월,5.12,551,128,2,0,51,74,50,32,1142.1,711,650,5200,4465,1307,,,88,532,0,76,923,,1.61,.293,.374,
710,두산,13,9월,4.57,537,128,1,0,71,54,42,30,1150.1,625,584,5043,4347,1183,,,84,514,0,76,848,,1.48,.272,.356,
711,SK,13,9월,4.16,522,128,4,1,62,63,38,31,1139.0,571,527,4932,4240,1091,,,101,505,0,70,878,,1.40,.257,.343,
712,넥센,13,9월,4.12,541,128,0,0,72,54,70,50,1146.1,576,525,4996,4299,1160,,,75,503,0,84,860,,1.45,.270,.355,
713,삼성,13,9월,3.98,508,128,2,1,75,51,49,31,1146.2,545,507,4896,4325,1119,,,98,411,0,60,955,,1.33,.259,.330,
714,NC,13,9월,3.96,510,128,5,1,52,72,31,26,1144.1,551,503,4919,4232,1077,,,96,458,0,94,857,,1.34,.255,.337,
715,롯데,13,9월,3.93,537,128,1,1,66,58,64,38,1149.1,553,502,4986,4303,1148,,,84,489,0,62,820,,1.42,.267,.347,
716,LG,13,9월,3.72,579,128,4,2,74,54,86,42,1134.2,510,469,4848,4258,1131,,,74,406,0,87,822,,1.36,.266,.339,
717,LG,08,3월,4.85,527,126,1,0,46,80,40,25,1108.1,646,597,4976,4308,1239,,,82,480,4,72,631,,1.55,.288,.366,
718,히어로즈,08,3월,4.43,511,126,4,2,50,76,36,29,1125.1,609,554,4933,4306,1159,,,91,465,20,70,729,,1.44,.269,.347,
719,한화,08,3월,4.43,487,126,3,1,64,62,39,36,1129.2,595,556,4911,4222,1136,,,95,519,28,49,723,,1.47,.269,.352,
720,삼성,08,3월,4.40,535,126,0,0,65,61,48,40,1123.1,596,549,4867,4313,1184,,,87,416,4,43,703,,1.42,.275,.341,
721,KIA,08,3월,4.08,513,126,3,1,57,69,26,29,1124.0,555,510,4850,4206,1078,,,65,473,9,77,733,,1.38,.256,.339,
722,두산,08,3월,3.89,495,126,0,0,70,56,37,26,1134.2,542,490,4857,4298,1115,,,78,379,13,69,780,,1.32,.259,.326,
723,롯데,08,3월,3.64,445,126,9,3,69,57,38,27,1119.0,518,453,4769,4195,1134,,,70,409,32,47,671,,1.38,.270,.339,
724,SK,08,3월,3.22,609,126,1,1,83,43,72,43,1151.0,461,412,4855,4250,1053,,,78,448,13,55,801,,1.30,.248,.325,
725,LG,08,4월,4.85,527,126,1,0,46,80,40,25,1108.1,646,597,4976,4308,1239,,,82,480,4,72,631,,1.55,.288,.366,
726,히어로즈,08,4월,4.43,511,126,4,2,50,76,36,29,1125.1,609,554,4933,4306,1159,,,91,465,20,70,729,,1.44,.269,.347,
727,한화,08,4월,4.43,487,126,3,1,64,62,39,36,1129.2,595,556,4911,4222,1136,,,95,519,28,49,723,,1.47,.269,.352,
728,삼성,08,4월,4.40,535,126,0,0,65,61,48,40,1123.1,596,549,4867,4313,1184,,,87,416,4,43,703,,1.42,.275,.341,
729,KIA,08,4월,4.08,513,126,3,1,57,69,26,29,1124.0,555,510,4850,4206,1078,,,65,473,9,77,733,,1.38,.256,.339,
730,두산,08,4월,3.89,495,126,0,0,70,56,37,26,1134.2,542,490,4857,4298,1115,,,78,379,13,69,780,,1.32,.259,.326,
731,롯데,08,4월,3.64,445,126,9,3,69,57,38,27,1119.0,518,453,4769,4195,1134,,,70,409,32,47,671,,1.38,.270,.339,
732,SK,08,4월,3.22,609,126,1,1,83,43,72,43,1151.0,461,412,4855,4250,1053,,,78,448,13,55,801,,1.30,.248,.325,
733,LG,08,5월,4.85,527,126,1,0,46,80,40,25,1108.1,646,597,4976,4308,1239,,,82,480,4,72,631,,1.55,.288,.366,
734,히어로즈,08,5월,4.43,511,126,4,2,50,76,36,29,1125.1,609,554,4933,4306,1159,,,91,465,20,70,729,,1.44,.269,.347,
735,한화,08,5월,4.43,487,126,3,1,64,62,39,36,1129.2,595,556,4911,4222,1136,,,95,519,28,49,723,,1.47,.269,.352,
736,삼성,08,5월,4.40,535,126,0,0,65,61,48,40,1123.1,596,549,4867,4313,1184,,,87,416,4,43,703,,1.42,.275,.341,
737,KIA,08,5월,4.08,513,126,3,1,57,69,26,29,1124.0,555,510,4850,4206,1078,,,65,473,9,77,733,,1.38,.256,.339,
738,두산,08,5월,3.89,495,126,0,0,70,56,37,26,1134.2,542,490,4857,4298,1115,,,78,379,13,69,780,,1.32,.259,.326,
739,롯데,08,5월,3.64,445,126,9,3,69,57,38,27,1119.0,518,453,4769,4195,1134,,,70,409,32,47,671,,1.38,.270,.339,
740,SK,08,5월,3.22,609,126,1,1,83,43,72,43,1151.0,461,412,4855,4250,1053,,,78,448,13,55,801,,1.30,.248,.325,
741,LG,08,6월,4.85,527,126,1,0,46,80,40,25,1108.1,646,597,4976,4308,1239,,,82,480,4,72,631,,1.55,.288,.366,
742,히어로즈,08,6월,4.43,511,126,4,2,50,76,36,29,1125.1,609,554,4933,4306,1159,,,91,465,20,70,729,,1.44,.269,.347,
743,한화,08,6월,4.43,487,126,3,1,64,62,39,36,1129.2,595,556,4911,4222,1136,,,95,519,28,49,723,,1.47,.269,.352,
744,삼성,08,6월,4.40,535,126,0,0,65,61,48,40,1123.1,596,549,4867,4313,1184,,,87,416,4,43,703,,1.42,.275,.341,
745,KIA,08,6월,4.08,513,126,3,1,57,69,26,29,1124.0,555,510,4850,4206,1078,,,65,473,9,77,733,,1.38,.256,.339,
746,두산,08,6월,3.89,495,126,0,0,70,56,37,26,1134.2,542,490,4857,4298,1115,,,78,379,13,69,780,,1.32,.259,.326,
747,롯데,08,6월,3.64,445,126,9,3,69,57,38,27,1119.0,518,453,4769,4195,1134,,,70,409,32,47,671,,1.38,.270,.339,
748,SK,08,6월,3.22,609,126,1,1,83,43,72,43,1151.0,461,412,4855,4250,1053,,,78,448,13,55,801,,1.30,.248,.325,
749,LG,08,7월,4.85,527,126,1,0,46,80,40,25,1108.1,646,597,4976,4308,1239,,,82,480,4,72,631,,1.55,.288,.366,
750,히어로즈,08,7월,4.43,511,126,4,2,50,76,36,29,1125.1,609,554,4933,4306,1159,,,91,465,20,70,729,,1.44,.269,.347,
751,한화,08,7월,4.43,487,126,3,1,64,62,39,36,1129.2,595,556,4911,4222,1136,,,95,519,28,49,723,,1.47,.269,.352,
752,삼성,08,7월,4.40,535,126,0,0,65,61,48,40,1123.1,596,549,4867,4313,1184,,,87,416,4,43,703,,1.42,.275,.341,
753,KIA,08,7월,4.08,513,126,3,1,57,69,26,29,1124.0,555,510,4850,4206,1078,,,65,473,9,77,733,,1.38,.256,.339,
754,두산,08,7월,3.89,495,126,0,0,70,56,37,26,1134.2,542,490,4857,4298,1115,,,78,379,13,69,780,,1.32,.259,.326,
755,롯데,08,7월,3.64,445,126,9,3,69,57,38,27,1119.0,518,453,4769,4195,1134,,,70,409,32,47,671,,1.38,.270,.339,
756,SK,08,7월,3.22,609,126,1,1,83,43,72,43,1151.0,461,412,4855,4250,1053,,,78,448,13,55,801,,1.30,.248,.325,
757,LG,08,8월,4.85,527,126,1,0,46,80,40,25,1108.1,646,597,4976,4308,1239,,,82,480,4,72,631,,1.55,.288,.366,
758,히어로즈,08,8월,4.43,511,126,4,2,50,76,36,29,1125.1,609,554,4933,4306,1159,,,91,465,20,70,729,,1.44,.269,.347,
759,한화,08,8월,4.43,487,126,3,1,64,62,39,36,1129.2,595,556,4911,4222,1136,,,95,519,28,49,723,,1.47,.269,.352,
760,삼성,08,8월,4.40,535,126,0,0,65,61,48,40,1123.1,596,549,4867,4313,1184,,,87,416,4,43,703,,1.42,.275,.341,
761,KIA,08,8월,4.08,513,126,3,1,57,69,26,29,1124.0,555,510,4850,4206,1078,,,65,473,9,77,733,,1.38,.256,.339,
