,year,month,win_rate[한화],win_rate[KIA],win_rate[SK],win_rate[두산],win_rate[삼성],win_rate[우리],win_rate[롯데],win_rate[LG],win_rate[히어로즈],win_rate[넥센],win_rate[EAST],win_rate[WEST],win_rate[NC],win_rate[KT],win_rate[드림],win_rate[나눔],win_rate[키움],win_rate[SSG]
981,2021,07,,,,,0.714,,,,,,,,,,,,,
982,2021,07,,,,,,,,,,,,,,,,,0.571,
983,2021,07,,,,,,,,,,,,,0.2,,,,,
984,2021,07,,,,,,,0.571,,,,,,,,,,,
985,2021,07,,,,,,,,0.5,,,,,,,,,,
986,2021,08,,,,,,,,,,,,,,0.529,,,,
987,2021,08,0.571,,,,,,,,,,,,,,,,,
988,2021,08,,0.6,,,,,,,,,,,,,,,,
989,2021,08,,,,,,,,,,,,,,,,,,0.308
990,2021,08,,,,0.357,,,,,,,,,,,,,,
991,2021,08,,,,,0.4,,,,,,,,,,,,,
992,2021,08,,,,,,,,,,,,,,,,,0.625,
993,2021,08,,,,,,,,,,,,,0.462,,,,,
994,2021,08,,,,,,,0.643,,,,,,,,,,,
995,2021,08,,,,,,,,0.5,,,,,,,,,,
996,2021,09,,,,,,,,,,,,,,0.545,,,,
997,2021,09,0.286,,,,,,,,,,,,,,,,,
998,2021,09,,0.385,,,,,,,,,,,,,,,,
999,2021,09,,,,,,,,,,,,,,,,,,0.545
1000,2021,09,,,,0.708,,,,,,,,,,,,,,
1001,2021,09,,,,,0.619,,,,,,,,,,,,,
1002,2021,09,,,,,,,,,,,,,,,,,0.571,
1003,2021,09,,,,,,,,,,,,,0.357,,,,,
1004,2021,09,,,,,,,0.615,,,,,,,,,,,
1005,2021,09,,,,,,,,0.381,,,,,,,,,,
1006,2021,10,,,,,,,,,,,,,,0.364,,,,
1007,2021,10,0.278,,,,,,,,,,,,,,,,,
1008,2021,10,,0.708,,,,,,,,,,,,,,,,
1009,2021,10,,,,,,,,,,,,,,,,,,0.412
1010,2021,10,,,,0.565,,,,,,,,,,,,,,
1011,2021,10,,,,,0.429,,,,,,,,,,,,,
1012,2021,10,,,,,,,,,,,,,,,,,0.5,
1013,2021,10,,,,,,,,,,,,,0.636,,,,,
1014,2021,10,,,,,,,0.579,,,,,,,,,,,
1015,2021,10,,,,,,,,0.45,,,,,,,,,,
1016,2021,11,,,,,,,,,,,,,,1.0,,,,
1017,2021,11,,,,0.182,,,,,,,,,,,,,,
1018,2021,11,,,,,0.5,,,,,,,,,,,,,
1019,2021,11,,,,,,,,,,,,,,,,,1.0,
1020,2021,11,,,,,,,,0.667,,,,,,,,,,
1021,2022,03,,,,,,,,,,,,,,0.625,,,,
1022,2022,03,0.5,,,,,,,,,,,,,,,,,
1023,2022,03,,0.636,,,,,,,,,,,,,,,,
1024,2022,03,,,,,,,,,,,,,,,,,,0.455
1025,2022,03,,,,0.111,,,,,,,,,,,,,,
1026,2022,03,,,,,0.6,,,,,,,,,,,,,
1027,2022,03,,,,,,,,,,,,,,,,,0.385,
1028,2022,03,,,,,,,,,,,,,0.417,,,,,
1029,2022,03,,,,,,,0.636,,,,,,,,,,,
1030,2022,03,,,,,,,,0.636,,,,,,,,,,
1031,2022,04,,,,,,,,,,,,,,0.5,,,,
1032,2022,04,0.36,,,,,,,,,,,,,,,,,
1033,2022,04,,0.375,,,,,,,,,,,,,,,,
1034,2022,04,,,,,,,,,,,,,,,,,,0.75
1035,2022,04,,,,0.542,,,,,,,,,,,,,,
1036,2022,04,,,,,0.4,,,,,,,,,,,,,
1037,2022,04,,,,,,,,,,,,,,,,,0.6,
1038,2022,04,,,,,,,,,,,,,0.32,,,,,
1039,2022,04,,,,,,,0.609,,,,,,,,,,,
1040,2022,04,,,,,,,,0.56,,,,,,,,,,
1041,2022,05,,,,,,,,,,,,,,0.423,,,,
1042,2022,05,0.577,,,,,,,,,,,,,,,,,
1043,2022,05,,0.615,,,,,,,,,,,,,,,,
1044,2022,05,,,,,,,,,,,,,,,,,,0.56
1045,2022,05,,,,0.333,,,,,,,,,,,,,,
1046,2022,05,,,,,0.6,,,,,,,,,,,,,
1047,2022,05,,,,,,,,,,,,,,,,,0.538,
1048,2022,05,,,,,,,,,,,,,0.346,,,,,
1049,2022,05,,,,,,,0.462,,,,,,,,,,,
1050,2022,05,,,,,,,,0.538,,,,,,,,,,
1051,2022,06,,,,,,,,,,,,,,0.714,,,,
1052,2022,06,0.375,,,,,,,,,,,,,,,,,
1053,2022,06,,0.714,,,,,,,,,,,,,,,,
1054,2022,06,,,,,,,,,,,,,,,,,,0.375
1055,2022,06,,,,0.25,,,,,,,,,,,,,,
1056,2022,06,,,,,0.625,,,,,,,,,,,,,
1057,2022,06,,,,,,,,,,,,,,,,,0.571,
1058,2022,06,,,,,,,,,,,,,0.714,,,,,
1059,2022,06,,,,,,,0.429,,,,,,,,,,,
1060,2022,06,,,,,,,,0.286,,,,,,,,,,
