,team,year,month,pov,obp,slg,ba,ops,era,fb,inning,fb_inning,whip
104,2,2020,8,0.409,0.369,0.422,0.298,0.791,4.03,96.0,223.1,0.43,1.53
105,2,2020,9,0.5,0.333,0.354,0.248,0.687,4.01,81.0,224.1,0.361,1.38
106,2,2020,10,0.652,0.389,0.453,0.31,0.841,3.22,67.0,204.1,0.328,1.25
107,2,2020,11,0.583,,,,,,,,,
108,2,2021,3,0.5,,,,,,,,,
109,2,2021,4,0.565,0.371,0.403,0.289,0.774,4.0,89.0,202.1,0.44,1.53
110,2,2021,5,0.545,0.365,0.396,0.274,0.761,4.07,99.0,199.0,0.497,1.6
111,2,2021,6,0.32,0.34,0.396,0.263,0.737,4.87,98.0,221.2,0.443,1.51
112,2,2021,7,0.2,0.374,0.431,0.282,0.805,5.44,13.0,43.0,0.302,1.44
113,2,2021,8,0.357,0.321,0.396,0.254,0.716,5.35,74.0,136.1,0.544,1.51
114,2,2021,9,0.708,0.349,0.407,0.272,0.756,3.29,99.0,238.0,0.416,1.35
115,2,2021,10,0.565,0.341,0.339,0.251,0.68,4.21,115.0,229.0,0.502,1.45
116,2,2021,11,0.182,,,,,,,,,
117,2,2022,3,0.111,,,,,,,,,
118,2,2022,4,0.542,0.315,0.317,0.243,0.632,3.46,92.0,218.2,0.422,1.32
119,2,2022,5,0.333,0.339,0.359,0.259,0.698,4.12,101.0,225.0,0.449,1.43
120,2,2022,6,0.25,0.349,0.441,0.278,0.791,5.79,36.0,87.0,0.414,1.63
121,3,2015,3,0.467,0.379,0.469,0.319,0.848,4.67,14.0,27.0,0.519,1.3
122,3,2015,4,0.652,0.353,0.468,0.271,0.821,3.61,57.0,204.2,0.279,1.22
123,3,2015,5,0.52,0.375,0.437,0.287,0.812,4.01,65.0,220.0,0.295,1.27
124,3,2015,6,0.429,0.367,0.489,0.312,0.856,5.06,63.0,185.0,0.341,1.36
125,3,2015,7,0.476,0.387,0.489,0.325,0.877,5.31,71.0,188.0,0.378,1.51
126,3,2015,8,0.5,0.393,0.457,0.304,0.85,5.48,82.0,216.2,0.379,1.57
127,3,2015,9,0.542,0.386,0.49,0.311,0.876,5.16,66.0,206.0,0.32,1.39
128,3,2015,10,0.625,0.416,0.363,0.294,0.779,2.25,5.0,28.0,0.179,0.79
129,3,2016,3,0.688,,,,,,,,,
130,3,2016,4,0.478,0.354,0.393,0.273,0.746,5.33,80.0,201.0,0.398,1.53
131,3,2016,5,0.5,0.387,0.454,0.304,0.841,5.66,99.0,232.0,0.427,1.59
132,3,2016,6,0.385,0.349,0.424,0.277,0.773,6.18,97.0,233.0,0.416,1.67
133,3,2016,7,0.412,0.37,0.44,0.288,0.81,4.9,64.0,165.1,0.388,1.46
134,3,2016,8,0.391,0.379,0.478,0.321,0.857,5.82,76.0,201.0,0.378,1.59
135,3,2016,9,0.609,0.369,0.453,0.3,0.822,5.99,89.0,206.0,0.432,1.62
136,3,2016,10,0.6,0.34,0.383,0.263,0.724,4.5,13.0,44.0,0.295,1.5
137,3,2017,3,0.167,0.25,0.452,0.226,0.702,6.0,8.0,9.0,0.889,1.67
138,3,2017,4,0.304,0.321,0.377,0.26,0.697,5.87,92.0,222.1,0.414,1.54
139,3,2017,5,0.6,0.319,0.412,0.25,0.731,6.24,110.0,222.0,0.495,1.73
140,3,2017,6,0.6,0.343,0.446,0.286,0.789,5.84,93.0,231.0,0.403,1.61
141,3,2017,7,0.524,0.344,0.421,0.279,0.764,4.85,68.0,195.0,0.349,1.48
142,3,2017,8,0.417,0.367,0.444,0.306,0.811,6.26,88.0,211.1,0.417,1.69
143,3,2017,9,0.333,0.343,0.468,0.291,0.81,6.36,85.0,172.2,0.494,1.75
144,3,2017,10,0.0,0.386,0.514,0.306,0.899,5.5,4.0,18.0,0.222,1.61
145,3,2018,3,0.385,0.314,0.344,0.252,0.658,6.57,28.0,63.0,0.444,1.62
146,3,2018,4,0.333,0.351,0.407,0.277,0.759,4.96,69.0,216.0,0.319,1.47
147,3,2018,5,0.6,0.36,0.457,0.303,0.818,4.75,69.0,223.2,0.309,1.52
148,3,2018,6,0.458,0.354,0.424,0.283,0.778,6.76,84.0,214.1,0.392,1.61
149,3,2018,7,0.7,0.361,0.434,0.302,0.796,3.4,57.0,201.1,0.283,1.36
150,3,2018,8,0.385,0.358,0.437,0.285,0.796,6.16,39.0,114.0,0.342,1.59
151,3,2018,9,0.522,0.345,0.427,0.275,0.773,5.28,84.0,218.0,0.385,1.42
152,3,2018,10,0.25,0.427,0.625,0.362,1.052,4.89,11.0,35.0,0.314,1.4
153,3,2019,3,0.188,0.366,0.468,0.268,0.834,5.27,29.0,70.0,0.414,1.4
154,3,2019,4,0.318,0.332,0.384,0.262,0.716,4.15,81.0,199.1,0.407,1.36
155,3,2019,5,0.577,0.34,0.393,0.27,0.733,4.29,88.0,231.0,0.381,1.41
156,3,2019,6,0.458,0.341,0.437,0.276,0.778,4.8,87.0,213.2,0.408,1.5
157,3,2019,7,0.444,0.332,0.406,0.257,0.737,4.2,71.0,165.0,0.43,1.49
158,3,2019,8,0.364,0.305,0.311,0.225,0.616,5.9,95.0,195.1,0.487,1.61
159,3,2019,9,0.348,0.306,0.368,0.235,0.674,4.3,72.0,201.0,0.358,1.39
160,3,2020,5,0.667,0.328,0.393,0.251,0.721,4.69,91.0,211.0,0.431,1.48
161,3,2020,6,0.48,0.331,0.399,0.267,0.731,3.95,88.0,219.0,0.402,1.38
162,3,2020,7,0.545,0.375,0.433,0.298,0.808,5.04,81.0,196.1,0.413,1.47
163,3,2020,8,0.435,0.322,0.367,0.26,0.689,5.26,100.0,207.0,0.483,1.54
164,3,2020,9,0.5,0.339,0.393,0.275,0.733,5.97,90.0,220.0,0.409,1.6
165,3,2020,10,0.524,0.332,0.379,0.256,0.711,3.82,92.0,219.0,0.42,1.37
166,3,2021,3,0.25,,,,,,,,,
167,3,2021,4,0.625,0.358,0.408,0.273,0.766,3.64,86.0,210.0,0.41,1.36
168,3,2021,5,0.565,0.347,0.425,0.279,0.772,5.13,90.0,203.2,0.443,1.6
169,3,2021,6,0.6,0.342,0.404,0.272,0.746,4.24,121.0,227.1,0.533,1.54
170,3,2021,7,0.714,0.357,0.455,0.289,0.811,3.19,24.0,62.0,0.387,1.29
171,3,2021,8,0.4,0.338,0.335,0.246,0.673,4.5,54.0,146.0,0.37,1.34
172,3,2021,9,0.619,0.347,0.433,0.27,0.78,4.38,86.0,230.0,0.374,1.46
173,3,2021,10,0.429,0.322,0.343,0.246,0.664,4.3,69.0,180.0,0.383,1.42
174,3,2021,11,0.5,,,,,,,,,
175,3,2022,3,0.6,,,,,,,,,
176,3,2022,4,0.4,0.306,0.331,0.239,0.637,3.84,72.0,218.0,0.33,1.37
177,3,2022,5,0.6,0.336,0.398,0.276,0.735,3.7,89.0,226.0,0.394,1.37
178,3,2022,6,0.625,0.318,0.366,0.268,0.684,4.26,35.0,95.0,0.368,1.48
179,4,2015,3,0.2,0.362,0.404,0.298,0.766,6.46,14.0,23.2,0.603,1.73
180,4,2015,4,0.565,0.356,0.384,0.259,0.74,4.24,79.0,206.0,0.383,1.38
181,4,2015,5,0.4,0.324,0.389,0.252,0.713,5.61,94.0,231.0,0.407,1.56
182,4,2015,6,0.435,0.35,0.428,0.277,0.777,3.81,66.0,205.1,0.322,1.34
183,4,2015,7,0.526,0.309,0.357,0.244,0.666,5.1,65.0,169.1,0.384,1.43
184,4,2015,8,0.44,0.322,0.386,0.266,0.707,4.52,80.0,223.0,0.359,1.4
185,4,2015,9,0.45,0.37,0.445,0.307,0.815,4.52,79.0,185.1,0.427,1.48
186,4,2015,10,0.5,0.345,0.394,0.314,0.739,3.5,13.0,36.0,0.361,1.42
187,4,2016,3,0.467,,,,,,,,,
188,4,2016,4,0.545,0.341,0.395,0.258,0.736,5.03,81.0,198.2,0.409,1.53
189,4,2016,5,0.455,0.354,0.406,0.281,0.76,5.4,100.0,205.0,0.488,1.62
190,4,2016,6,0.44,0.373,0.416,0.308,0.789,5.16,89.0,225.0,0.396,1.49
191,4,2016,7,0.364,0.373,0.429,0.291,0.803,6.26,86.0,194.0,0.443,1.62
192,4,2016,8,0.654,0.355,0.432,0.3,0.787,5.14,91.0,231.0,0.394,1.54
193,4,2016,9,0.6,0.377,0.438,0.307,0.815,3.55,69.0,190.0,0.363,1.33
194,4,2016,10,0.4,0.332,0.348,0.241,0.68,4.91,23.0,44.0,0.523,1.64
195,4,2017,3,0.455,0.206,0.226,0.129,0.432,1.0,4.0,9.0,0.444,1.0
196,4,2017,4,0.52,0.347,0.386,0.286,0.733,3.04,64.0,219.0,0.292,1.19
197,4,2017,5,0.417,0.345,0.374,0.278,0.719,3.78,66.0,212.0,0.311,1.26
198,4,2017,6,0.435,0.376,0.445,0.303,0.821,4.89,58.0,217.1,0.267,1.38
199,4,2017,7,0.526,0.358,0.462,0.295,0.82,4.81,51.0,164.2,0.311,1.31
200,4,2017,8,0.435,0.342,0.38,0.27,0.722,5.08,65.0,214.1,0.304,1.43
201,4,2017,9,0.375,0.335,0.374,0.267,0.708,4.43,63.0,225.2,0.28,1.34
202,4,2017,10,0.5,0.27,0.362,0.232,0.633,6.35,8.0,17.0,0.471,1.41
203,4,2018,3,0.429,0.325,0.394,0.261,0.719,4.45,30.0,60.2,0.498,1.53
204,4,2018,4,0.583,0.374,0.471,0.308,0.844,3.65,79.0,212.1,0.372,1.37
205,4,2018,5,0.462,0.354,0.439,0.306,0.792,5.46,64.0,227.1,0.282,1.41
206,4,2018,6,0.652,0.353,0.446,0.289,0.8,4.63,68.0,212.0,0.321,1.36
207,4,2018,7,0.5,0.356,0.463,0.299,0.819,6.35,63.0,198.1,0.318,1.58
208,4,2018,8,0.462,0.365,0.499,0.308,0.864,8.51,62.0,110.0,0.564,2.04
209,4,2018,9,0.417,0.329,0.395,0.269,0.724,5.56,80.0,212.0,0.377,1.5
210,4,2018,10,0.5,0.342,0.406,0.268,0.748,3.0,7.0,36.0,0.194,1.11
211,4,2019,3,0.692,0.299,0.314,0.21,0.612,2.43,21.0,74.0,0.284,1.0
212,4,2019,4,0.591,0.35,0.391,0.277,0.741,2.81,77.0,201.2,0.383,1.19
213,4,2019,5,0.5,0.318,0.338,0.256,0.656,4.08,83.0,225.0,0.369,1.42
214,4,2019,6,0.583,0.332,0.386,0.27,0.718,3.96,102.0,227.0,0.449,1.49
215,4,2019,7,0.5,0.327,0.383,0.261,0.71,4.78,50.0,158.0,0.316,1.38
216,4,2019,8,0.458,0.36,0.403,0.297,0.764,5.04,93.0,212.1,0.438,1.54
217,4,2019,9,0.524,0.319,0.391,0.258,0.71,3.16,73.0,185.1,0.394,1.3
218,4,2019,10,0.6,,,,,,,,,
219,4,2020,5,0.565,0.366,0.468,0.294,0.834,4.24,60.0,204.0,0.294,1.32
220,4,2020,6,0.48,0.336,0.385,0.284,0.721,4.69,104.0,226.2,0.46,1.46
221,4,2020,7,0.522,0.357,0.454,0.278,0.811,5.03,69.0,214.2,0.322,1.55
222,4,2020,8,0.542,0.356,0.462,0.282,0.818,3.96,79.0,223.0,0.354,1.24
223,4,2020,9,0.478,0.341,0.433,0.272,0.774,4.83,92.0,214.1,0.43,1.54
224,4,2020,10,0.591,0.342,0.366,0.251,0.708,3.6,89.0,210.0,0.424,1.42
225,4,2020,11,0.333,,,,,,,,,
226,4,2021,3,0.429,,,,,,,,,
227,4,2021,4,0.565,0.328,0.36,0.228,0.689,3.57,102.0,204.0,0.5,1.39
228,4,2021,5,0.458,0.364,0.41,0.267,0.774,4.06,91.0,210.2,0.433,1.36
229,4,2021,6,0.625,0.362,0.423,0.264,0.785,3.55,84.0,212.2,0.396,1.35
230,4,2021,7,0.5,0.342,0.295,0.24,0.637,3.5,11.0,36.0,0.306,1.14
231,4,2021,8,0.5,0.345,0.372,0.261,0.717,2.94,49.0,141.0,0.348,1.12
232,4,2021,9,0.381,0.328,0.36,0.253,0.688,4.37,110.0,210.0,0.524,1.42
233,4,2021,10,0.45,0.327,0.309,0.233,0.636,3.0,98.0,258.0,0.38,1.23
234,4,2021,11,0.667,,,,,,,,,
235,4,2022,3,0.636,,,,,,,,,
236,4,2022,4,0.56,0.316,0.358,0.249,0.674,3.28,89.0,225.0,0.396,1.28
237,4,2022,5,0.538,0.354,0.415,0.279,0.769,4.25,98.0,230.2,0.426,1.45
238,4,2022,6,0.286,0.36,0.414,0.263,0.774,3.82,29.0,92.0,0.315,1.32
239,5,2019,3,0.5,0.321,0.331,0.237,0.652,4.73,29.0,70.1,0.414,1.35
240,5,2019,4,0.5,0.383,0.446,0.309,0.829,4.14,64.0,215.1,0.298,1.41
241,5,2019,5,0.407,0.344,0.415,0.276,0.759,4.37,64.0,237.0,0.27,1.34
242,5,2019,6,0.76,0.346,0.409,0.273,0.755,3.42,79.0,224.0,0.353,1.3
243,5,2019,7,0.632,0.339,0.417,0.28,0.756,2.4,47.0,169.0,0.278,1.17
244,5,2019,8,0.5,0.381,0.469,0.303,0.85,4.11,55.0,223.1,0.247,1.35
245,5,2019,9,0.533,0.323,0.323,0.25,0.646,1.99,32.0,131.0,0.244,1.13
246,5,2019,10,0.583,0.29,0.314,0.229,0.604,1.0,1.0,9.0,0.111,1.11
247,5,2020,5,0.417,0.351,0.419,0.268,0.77,4.82,64.0,209.0,0.306,1.39
248,5,2020,6,0.64,0.358,0.446,0.267,0.804,3.25,51.0,224.0,0.228,1.17
249,5,2020,7,0.542,0.359,0.427,0.277,0.786,6.01,88.0,211.0,0.417,1.65
250,5,2020,8,0.538,0.365,0.413,0.285,0.778,3.56,78.0,237.1,0.329,1.26
251,5,2020,9,0.5,0.35,0.375,0.267,0.725,4.7,103.0,243.0,0.424,1.5
252,5,2020,10,0.389,0.341,0.357,0.244,0.698,4.04,62.0,156.0,0.397,1.4
253,5,2020,11,0.0,,,,,,,,,
254,5,2021,3,0.5,,,,,,,,,
255,5,2021,4,0.542,0.331,0.348,0.243,0.679,5.32,118.0,220.0,0.536,1.65
256,5,2021,5,0.478,0.379,0.43,0.285,0.809,3.53,82.0,199.0,0.412,1.4
257,5,2021,6,0.5,0.358,0.378,0.254,0.735,3.63,100.0,230.2,0.434,1.37
258,5,2021,7,0.571,0.371,0.376,0.264,0.747,4.28,20.0,61.0,0.328,1.21
259,5,2021,8,0.625,0.317,0.333,0.234,0.65,3.73,69.0,147.0,0.469,1.37
260,5,2021,9,0.571,0.344,0.382,0.265,0.726,4.92,97.0,217.2,0.447,1.59
261,5,2021,10,0.5,0.334,0.375,0.265,0.709,4.6,80.0,188.0,0.426,1.44
262,5,2021,11,1.0,,,,,,,,,
263,5,2022,3,0.385,,,,,,,,,
264,5,2022,4,0.6,0.305,0.351,0.231,0.657,3.09,73.0,227.0,0.322,1.18
265,5,2022,5,0.538,0.332,0.385,0.257,0.718,3.18,94.0,234.2,0.401,1.25
266,5,2022,6,0.571,0.358,0.347,0.253,0.705,5.28,36.0,92.0,0.391,1.45
267,5,2015,3,0.545,0.318,0.342,0.205,0.66,3.86,13.0,21.0,0.619,1.52
268,5,2015,4,0.522,0.371,0.496,0.299,0.867,4.79,84.0,203.0,0.414,1.41
269,5,2015,5,0.538,0.372,0.494,0.294,0.865,5.06,103.0,243.2,0.424,1.49
270,5,2015,6,0.476,0.374,0.465,0.289,0.839,4.33,74.0,187.0,0.396,1.42
271,5,2015,7,0.45,0.396,0.538,0.327,0.935,5.06,60.0,181.1,0.331,1.43
272,5,2015,8,0.44,0.365,0.517,0.311,0.882,5.65,96.0,220.0,0.436,1.64
273,5,2015,9,0.522,0.372,0.428,0.288,0.8,5.14,77.0,203.0,0.379,1.56
274,5,2015,10,0.5,0.273,0.391,0.217,0.664,2.33,11.0,27.0,0.407,1.48
275,5,2016,3,0.267,,,,,,,,,
276,5,2016,4,0.435,0.356,0.399,0.274,0.755,4.02,63.0,215.0,0.293,1.42
277,5,2016,5,0.52,0.346,0.427,0.28,0.773,4.58,76.0,220.0,0.345,1.48
278,5,2016,6,0.52,0.374,0.455,0.302,0.829,5.77,78.0,223.0,0.35,1.53
279,5,2016,7,0.571,0.401,0.487,0.315,0.888,5.08,73.0,193.0,0.378,1.63
280,5,2016,8,0.478,0.372,0.442,0.294,0.813,4.53,67.0,204.2,0.328,1.41
281,5,2016,9,0.476,0.372,0.462,0.306,0.833,6.09,67.0,181.2,0.37,1.6
282,5,2016,10,0.333,0.307,0.335,0.253,0.642,3.98,11.0,43.0,0.256,1.37
283,5,2017,3,0.5,0.265,0.3,0.167,0.565,1.0,3.0,9.0,0.333,0.78
284,5,2017,4,0.4,0.361,0.429,0.3,0.79,4.93,53.0,219.0,0.242,1.34
285,5,2017,5,0.583,0.359,0.41,0.291,0.769,5.02,59.0,224.0,0.263,1.42
286,5,2017,6,0.56,0.363,0.442,0.301,0.805,5.79,90.0,220.2,0.409,1.66
287,5,2017,7,0.455,0.376,0.48,0.296,0.856,4.31,54.0,192.0,0.281,1.47
288,5,2017,8,0.5,0.353,0.444,0.286,0.797,4.31,75.0,231.2,0.324,1.43
289,5,2017,9,0.389,0.323,0.413,0.262,0.735,6.32,50.0,166.2,0.301,1.57
290,5,2017,10,1.0,0.422,0.659,0.366,1.081,6.75,4.0,8.0,0.5,2.0
291,5,2018,3,0.538,0.382,0.467,0.294,0.849,4.43,21.0,67.0,0.313,1.49
292,5,2018,4,0.36,0.32,0.371,0.249,0.691,4.97,68.0,219.0,0.311,1.41
293,5,2018,5,0.44,0.365,0.491,0.305,0.856,4.48,73.0,221.0,0.33,1.42
294,5,2018,6,0.4,0.357,0.424,0.292,0.781,5.51,65.0,222.1,0.293,1.41
295,5,2018,7,0.478,0.337,0.429,0.262,0.766,5.13,64.0,207.0,0.309,1.46
296,5,2018,8,0.692,0.443,0.577,0.388,1.02,4.5,40.0,116.0,0.345,1.47
297,5,2018,9,0.652,0.327,0.418,0.261,0.745,5.55,73.0,204.1,0.358,1.48
298,5,2018,10,0.583,0.369,0.586,0.324,0.954,7.46,12.0,25.1,0.478,1.82
299,5,2018,11,0.0,,,,,,,,,
300,6,2021,3,0.5,,,,,,,,,
301,6,2021,4,0.565,0.325,0.363,0.236,0.689,5.47,117.0,204.0,0.574,1.62
302,6,2021,5,0.591,0.382,0.462,0.282,0.844,4.29,111.0,201.1,0.552,1.51
303,6,2021,6,0.478,0.36,0.451,0.257,0.81,4.62,107.0,224.0,0.478,1.47
304,6,2021,7,0.2,0.35,0.373,0.245,0.723,5.0,52.0,90.0,0.578,1.57
305,6,2021,8,0.308,0.326,0.451,0.265,0.777,5.67,53.0,128.2,0.413,1.52
306,6,2021,9,0.545,0.361,0.415,0.28,0.776,5.62,106.0,234.0,0.453,1.49
307,6,2021,10,0.412,0.354,0.413,0.248,0.768,3.47,84.0,194.2,0.433,1.43
308,6,2022,3,0.455,,,,,,,,,
309,6,2022,4,0.75,0.324,0.356,0.242,0.68,2.61,79.0,228.0,0.346,1.09
310,6,2022,5,0.56,0.345,0.404,0.265,0.749,4.16,89.0,235.2,0.378,1.28
311,6,2022,6,0.375,0.307,0.316,0.229,0.623,4.3,37.0,98.1,0.377,1.33
312,6,2015,3,0.636,0.311,0.344,0.219,0.655,4.76,9.0,17.0,0.529,1.77
313,6,2015,4,0.409,0.374,0.407,0.278,0.782,4.06,71.0,192.2,0.369,1.28
314,6,2015,5,0.5,0.337,0.371,0.252,0.708,4.28,92.0,223.0,0.413,1.36
315,6,2015,6,0.455,0.335,0.381,0.274,0.716,4.81,72.0,196.2,0.367,1.5
316,6,2015,7,0.611,0.355,0.429,0.28,0.784,4.61,62.0,175.2,0.354,1.47
317,6,2015,8,0.56,0.339,0.397,0.262,0.736,5.74,102.0,221.0,0.462,1.66
318,6,2015,9,0.615,0.359,0.484,0.295,0.843,4.82,97.0,227.2,0.427,1.49
319,6,2015,10,0.25,0.339,0.347,0.245,0.686,4.33,12.0,27.0,0.444,1.41
320,6,2016,3,0.429,,,,,,,,,
321,6,2016,4,0.6,0.338,0.397,0.267,0.734,3.49,83.0,224.1,0.37,1.24
322,6,2016,5,0.417,0.348,0.438,0.278,0.786,5.48,93.0,210.1,0.443,1.64
323,6,2016,6,0.462,0.372,0.515,0.311,0.887,4.26,86.0,228.0,0.377,1.45
324,6,2016,7,0.591,0.359,0.481,0.296,0.84,5.86,101.0,196.2,0.515,1.71
325,6,2016,8,0.48,0.354,0.432,0.291,0.786,5.52,90.0,220.0,0.409,1.56
326,6,2016,9,0.368,0.375,0.465,0.313,0.841,5.5,65.0,168.2,0.386,1.5
327,6,2016,10,0.667,0.31,0.404,0.25,0.714,3.46,9.0,26.0,0.346,1.12
328,6,2017,3,0.455,0.265,0.273,0.242,0.537,2.0,2.0,9.0,0.222,1.22
329,6,2017,4,0.52,0.336,0.482,0.267,0.818,4.6,88.0,223.0,0.395,1.49
330,6,2017,5,0.5,0.348,0.444,0.266,0.791,4.31,82.0,227.2,0.361,1.41
331,6,2017,6,0.615,0.335,0.479,0.256,0.813,4.23,78.0,229.2,0.34,1.42
332,6,2017,7,0.478,0.349,0.455,0.265,0.804,7.63,92.0,199.1,0.462,1.78
333,6,2017,8,0.64,0.339,0.449,0.286,0.788,4.92,87.0,216.0,0.403,1.57
334,6,2017,9,0.556,0.345,0.509,0.299,0.855,5.04,49.0,157.0,0.312,1.47
335,6,2017,10,1.0,0.29,0.257,0.229,0.547,2.0,3.0,9.0,0.333,1.0
336,6,2018,3,0.75,0.355,0.485,0.274,0.841,4.0,20.0,63.0,0.317,1.33
337,6,2018,4,0.696,0.373,0.518,0.292,0.891,4.15,57.0,208.0,0.274,1.34
338,6,2018,5,0.478,0.339,0.439,0.276,0.779,5.08,59.0,200.1,0.295,1.36
339,6,2018,6,0.609,0.342,0.485,0.267,0.827,4.62,66.0,208.1,0.317,1.32
340,6,2018,7,0.5,0.363,0.478,0.289,0.84,3.22,69.0,195.2,0.353,1.23
341,6,2018,8,0.462,0.391,0.495,0.302,0.886,6.89,45.0,115.0,0.391,1.79
342,6,2018,9,0.417,0.344,0.446,0.276,0.791,4.75,81.0,212.1,0.382,1.43
343,6,2018,10,0.167,0.355,0.426,0.268,0.781,6.25,28.0,72.0,0.389,1.63
344,6,2018,11,0.714,,,,,,,,,
345,6,2019,3,0.733,0.293,0.368,0.217,0.661,3.21,33.0,73.0,0.452,1.23
346,6,2019,4,0.682,0.327,0.372,0.245,0.699,3.93,69.0,213.0,0.324,1.43
347,6,2019,5,0.577,0.341,0.387,0.269,0.728,3.54,72.0,233.2,0.309,1.3
348,6,2019,6,0.64,0.369,0.424,0.299,0.794,3.32,74.0,222.0,0.333,1.22
349,6,2019,7,0.684,0.341,0.399,0.275,0.74,3.09,66.0,174.2,0.379,1.28
350,6,2019,8,0.52,0.316,0.347,0.255,0.664,3.32,68.0,216.2,0.315,1.27
351,6,2019,9,0.444,0.315,0.373,0.236,0.688,3.95,54.0,159.1,0.339,1.31
352,6,2019,10,0.0,,,,,,,,,
353,6,2020,5,0.435,0.319,0.366,0.243,0.685,4.84,93.0,204.2,0.455,1.47
354,6,2020,6,0.32,0.306,0.343,0.235,0.65,4.53,105.0,220.1,0.477,1.51
355,6,2020,7,0.458,0.335,0.401,0.257,0.736,6.7,118.0,216.1,0.546,1.72
356,6,2020,8,0.217,0.368,0.433,0.278,0.802,6.36,114.0,195.1,0.584,1.73
357,6,2020,9,0.5,0.306,0.356,0.233,0.663,6.22,136.0,225.2,0.604,1.68
358,6,2020,10,0.545,0.339,0.401,0.26,0.74,4.89,104.0,197.0,0.528,1.47
359,7,2015,3,0.615,0.329,0.313,0.269,0.642,5.63,6.0,16.0,0.375,1.56
360,7,2015,4,0.409,0.347,0.439,0.276,0.786,5.41,79.0,193.0,0.409,1.38
361,7,2015,5,0.68,0.376,0.482,0.3,0.858,3.41,92.0,235.0,0.391,1.28
362,7,2015,6,0.545,0.349,0.42,0.271,0.769,4.63,66.0,190.2,0.347,1.46
363,7,2015,7,0.421,0.357,0.461,0.293,0.817,4.84,62.0,180.1,0.344,1.41
364,7,2015,8,0.792,0.379,0.44,0.29,0.82,3.33,59.0,216.0,0.273,1.13
365,7,2015,9,0.375,0.398,0.496,0.305,0.894,4.62,63.0,210.1,0.3,1.43
366,7,2015,10,0.375,0.329,0.424,0.285,0.753,1.89,9.0,38.0,0.237,1.29
367,7,2016,3,0.438,,,,,,,,,
368,7,2016,4,0.565,0.347,0.402,0.268,0.749,3.83,64.0,202.0,0.317,1.23
369,7,2016,5,0.409,0.409,0.496,0.318,0.905,4.59,80.0,208.0,0.385,1.44
370,7,2016,6,0.545,0.373,0.459,0.288,0.832,4.72,100.0,208.0,0.481,1.55
371,7,2016,7,0.55,0.367,0.473,0.277,0.84,5.32,71.0,176.0,0.403,1.49
372,7,2016,8,0.609,0.382,0.479,0.304,0.861,4.69,89.0,201.1,0.443,1.49
373,7,2016,9,0.458,0.364,0.389,0.277,0.753,4.2,92.0,227.0,0.405,1.45
374,7,2016,10,0.462,0.386,0.457,0.32,0.843,3.66,20.0,64.0,0.312,1.08
375,7,2016,11,0.0,,,,,,,,,
376,7,2017,3,0.556,0.447,0.594,0.344,1.041,3.0,0.0,9.0,0.0,0.78
377,7,2017,4,0.708,0.337,0.423,0.271,0.761,4.04,95.0,227.0,0.419,1.31
378,7,2017,5,0.44,0.337,0.384,0.275,0.721,4.42,90.0,222.0,0.405,1.51
379,7,2017,6,0.68,0.398,0.454,0.313,0.852,4.66,75.0,222.0,0.338,1.34
380,7,2017,7,0.45,0.388,0.461,0.305,0.849,4.71,60.0,174.0,0.345,1.45
381,7,2017,8,0.37,0.342,0.432,0.275,0.773,4.54,87.0,237.2,0.367,1.44
382,7,2017,9,0.632,0.388,0.516,0.324,0.904,6.27,60.0,181.0,0.331,1.45
383,7,2017,10,0.5,0.407,0.417,0.333,0.824,5.25,3.0,12.0,0.25,1.5
384,7,2018,3,0.462,0.368,0.413,0.283,0.781,3.71,23.0,63.0,0.365,1.18
385,7,2018,4,0.333,0.281,0.337,0.229,0.619,4.68,85.0,211.1,0.403,1.55
386,7,2018,5,0.56,0.318,0.401,0.253,0.719,6.91,86.0,218.2,0.394,1.77
