,name,year,month,era,bs_trip,selection,complete,shut_down,win,group,count,hold,innings,loss,blame,hitter,steersman,safety,stroke2,stroke3,homer,walk,high4,dune,fan,pitching,WHIP,bit_avg,on_base_per,OPS
433,7,20,9,3.63,135,26,0,0,17,8,23,8,233.0,107,94,1002,874,209,34,4,24,98,1,18,207,3901,1.32,.239,.327,.697
434,9,20,10,6.45,137,27,0,0,10,17,16,5,240.0,188,172,1150,964,297,63,5,30,138,3,21,174,4484,1.81,.308,.400,.878
435,10,20,10,5.83,129,24,0,0,9,14,11,4,210.0,140,136,965,829,242,28,1,26,107,3,8,148,3885,1.66,.292,.373,.795
436,7,20,10,4.94,157,26,0,0,10,13,20,3,233.0,144,128,1063,919,251,33,4,26,111,2,12,181,4254,1.55,.273,.356,.758
437,6,20,10,4.89,109,22,0,0,11,11,9,2,197.0,110,107,872,741,186,33,3,32,104,3,15,130,3524,1.47,.251,.352,.785
438,1,20,10,4.53,128,25,0,0,13,12,9,6,224.2,134,113,1015,890,245,56,2,16,95,4,11,154,3804,1.51,.275,.349,.746
439,8,20,10,4.51,122,26,0,0,12,14,7,6,227.2,125,114,1004,903,243,45,8,21,76,5,14,192,3824,1.40,.269,.335,.741
440,5,20,10,4.04,96,18,0,0,9,9,9,5,156.0,80,70,681,600,157,27,1,15,62,6,9,105,2576,1.40,.262,.338,.723
441,3,20,10,3.82,127,24,0,0,12,9,14,4,219.0,101,93,953,837,207,34,1,28,92,5,8,159,3828,1.37,.247,.326,.717
442,4,20,10,3.60,111,23,1,1,13,9,14,3,210.0,99,84,903,788,209,35,2,17,89,2,12,152,3521,1.42,.265,.345,.725
443,2,20,10,3.22,100,23,0,0,16,7,6,4,204.1,85,73,865,778,189,31,1,12,67,3,11,197,3516,1.25,.243,.311,.642
444,6,21,4,5.47,102,23,0,0,12,11,9,7,204.0,135,124,943,797,214,40,3,19,117,7,13,182,3717,1.62,.269,.367,.765
445,5,21,4,5.32,117,24,0,0,10,14,10,5,220.0,144,130,1014,864,244,40,0,17,118,5,18,159,4034,1.65,.282,.377,.765
446,8,21,4,5.15,104,23,0,0,10,13,11,3,206.1,127,118,937,795,212,46,5,23,108,4,17,171,3673,1.55,.267,.362,.786
447,10,21,4,4.55,104,23,0,0,9,14,5,3,200.0,114,101,906,757,179,35,4,19,120,3,15,167,3686,1.50,.237,.348,.717
448,9,21,4,4.53,108,23,0,0,12,11,14,5,214.2,117,108,958,801,197,33,4,20,122,1,16,169,3919,1.49,.246,.354,.726
449,7,21,4,4.50,115,23,0,0,11,12,12,3,202.0,114,101,903,800,215,33,2,19,90,1,6,167,3636,1.51,.269,.346,.732
450,1,21,4,4.07,103,23,0,0,13,10,12,4,201.0,100,91,867,766,189,28,2,17,86,3,5,163,3335,1.37,.247,.326,.681
451,2,21,4,4.00,94,23,0,0,12,11,12,6,202.1,97,90,898,786,220,34,4,16,89,8,10,146,3521,1.53,.280,.359,.753
452,3,21,4,3.64,114,24,1,1,14,10,10,6,210.0,99,85,910,808,200,31,3,16,86,1,9,193,3654,1.36,.248,.325,.678
453,4,21,4,3.57,108,23,0,0,13,10,17,7,204.0,89,81,890,760,182,30,4,11,102,2,16,181,3611,1.39,.240,.339,.672
454,8,21,5,6.24,115,22,0,0,5,16,5,3,194.2,145,135,897,774,227,44,3,25,98,4,8,168,3635,1.67,.293,.376,.831
455,9,21,5,6.19,104,22,0,0,7,15,11,4,192.0,140,132,903,756,224,39,3,21,109,1,16,144,3602,1.73,.296,.393,.832
456,3,21,5,5.13,114,23,0,0,12,11,13,9,203.2,127,116,929,814,235,41,5,31,90,0,8,176,3721,1.60,.289,.362,.828
457,10,21,5,5.01,112,23,0,0,9,14,7,4,203.0,126,113,933,777,190,44,2,22,130,2,15,161,3901,1.58,.245,.361,.752
458,7,21,5,4.57,106,23,0,0,13,9,16,7,202.2,119,103,929,791,217,49,1,17,109,2,13,179,3663,1.61,.274,.367,.770
459,1,21,5,4.40,107,22,0,0,12,10,12,7,198.1,114,97,903,759,202,26,4,12,107,2,9,159,3556,1.56,.266,.357,.716
460,6,21,5,4.29,109,22,0,0,15,7,12,5,201.1,104,96,903,761,192,36,2,22,111,4,18,157,3576,1.51,.252,.358,.750
461,2,21,5,4.07,100,22,0,0,12,10,13,5,199.0,104,90,913,782,219,35,4,15,99,2,12,162,3644,1.60,.280,.366,.758
462,4,21,5,4.06,109,24,0,0,13,11,16,5,210.2,105,95,905,783,195,32,2,19,91,1,15,156,3533,1.36,.249,.335,.703
463,5,21,5,3.53,95,23,0,0,14,9,8,6,199.0,88,78,867,763,197,28,2,22,82,1,8,155,3316,1.40,.258,.334,.721
464,9,21,6,6.22,99,23,0,0,6,17,11,5,195.1,139,135,921,771,212,35,1,29,118,1,17,149,3570,1.69,.275,.380,.816
465,8,21,6,5.27,123,26,1,1,15,11,12,6,229.0,142,134,1021,876,233,53,2,21,110,3,18,184,4032,1.50,.266,.357,.760
466,7,21,6,5.14,111,23,0,0,12,10,16,5,205.0,120,117,914,786,202,37,3,26,105,2,12,174,3698,1.50,.257,.351,.762
467,10,21,6,4.96,113,25,1,0,8,17,7,4,216.0,134,119,975,827,221,39,5,33,122,8,10,163,3981,1.59,.267,.366,.812
468,2,21,6,4.87,120,25,0,0,10,15,8,4,221.2,126,120,987,852,237,36,2,22,98,2,14,172,3931,1.51,.278,.358,.761
469,6,21,6,4.62,117,25,0,0,12,11,12,6,224.0,124,115,985,854,222,31,5,34,107,7,8,177,3938,1.47,.260,.346,.773
470,3,21,6,4.24,122,26,0,0,14,11,27,11,227.1,116,107,1008,868,228,43,7,28,121,1,8,160,4016,1.54,.263,.357,.782
471,1,21,6,3.97,97,23,1,1,16,7,12,7,204.0,96,90,864,766,189,38,4,15,75,1,8,190,3347,1.29,.247,.317,.682
472,5,21,6,3.63,111,26,0,0,13,13,7,7,230.2,116,93,993,863,215,31,0,24,100,10,11,187,3897,1.37,.249,.333,.701
473,4,21,6,3.55,120,24,0,0,15,9,10,8,212.2,93,84,916,802,202,34,2,13,84,2,19,141,3579,1.35,.252,.335,.683
474,8,21,7,6.97,38,7,0,0,3,4,2,2,62.0,51,48,297,252,70,17,0,12,35,1,5,42,1175,1.69,.278,.374,.862
475,2,21,7,5.44,17,5,0,0,2,3,0,1,43.0,27,26,186,168,49,6,2,7,13,1,2,35,695,1.44,.292,.344,.820
476,7,21,7,5.08,23,5,0,0,1,4,0,0,39.0,23,22,196,163,51,7,0,3,27,0,3,25,778,2.00,.313,.418,.829
477,6,21,7,5.00,39,10,0,0,3,7,1,0,90.0,53,50,410,342,89,12,0,7,52,1,8,77,1605,1.57,.260,.366,.723
478,1,21,7,4.57,29,7,0,0,4,3,3,2,61.0,34,31,263,240,61,8,0,7,19,0,2,56,1063,1.31,.254,.312,.687
479,10,21,7,4.52,41,8,0,0,3,5,3,1,71.2,41,36,316,262,63,11,1,5,43,0,6,52,1286,1.48,.241,.356,.703
480,5,21,7,4.28,29,7,0,0,4,3,1,0,61.0,33,29,257,225,54,11,0,3,20,2,4,49,1015,1.21,.240,.308,.637
481,4,21,7,3.50,21,4,0,0,2,2,0,0,36.0,17,14,148,126,30,3,0,1,11,1,4,24,564,1.14,.238,.313,.598
482,3,21,7,3.19,31,7,0,0,5,2,3,3,62.0,23,22,258,225,56,9,0,5,24,1,4,41,1015,1.29,.249,.331,.686
483,9,21,7,2.09,27,6,0,0,6,0,5,3,56.0,14,13,229,200,43,7,0,3,23,0,2,41,899,1.18,.215,.298,.593
484,6,21,8,5.67,66,15,0,0,4,9,9,0,128.2,83,81,574,503,143,23,1,21,53,1,8,101,2218,1.52,.284,.359,.818
485,9,21,8,5.41,75,14,0,0,5,5,7,2,123.0,75,74,535,463,118,19,0,22,53,1,6,84,2040,1.39,.255,.334,.772
486,2,21,8,5.35,70,16,1,0,6,8,4,2,136.1,93,81,610,506,132,28,1,12,74,0,12,121,2396,1.51,.261,.363,.754
487,3,21,8,4.50,82,17,0,0,7,8,7,3,146.0,79,73,630,550,141,23,2,13,54,4,7,143,2512,1.34,.256,.326,.703
488,10,21,8,4.33,87,18,0,0,7,7,9,4,158.0,86,76,709,598,158,33,1,7,72,4,18,138,2779,1.46,.264,.354,.712
489,7,21,8,4.33,66,15,0,0,6,7,7,4,129.0,70,62,555,481,115,16,0,18,54,0,11,97,2199,1.31,.239,.327,.712
490,8,21,8,4.03,86,16,0,0,8,6,13,7,138.1,66,62,603,518,128,16,0,7,69,0,10,111,2335,1.42,.247,.345,.664
491,5,21,8,3.73,69,17,0,0,8,8,9,3,147.0,65,61,634,544,133,32,0,7,69,1,11,85,2438,1.37,.245,.339,.681
492,1,21,8,3.54,75,18,0,0,10,7,9,5,155.0,69,61,657,575,133,26,2,9,61,3,9,135,2555,1.25,.231,.311,.642
493,4,21,8,2.94,70,16,0,0,9,5,6,5,141.0,52,46,583,514,109,19,1,7,49,2,11,127,2205,1.12,.212,.292,.586
494,8,21,9,5.73,143,27,0,0,14,12,19,10,235.2,160,150,1101,943,273,49,4,26,127,4,17,193,4358,1.70,.290,.381,.814
495,6,21,9,5.62,120,27,0,0,10,12,4,3,234.0,154,146,1046,901,242,47,2,32,106,3,14,171,4094,1.49,.269,.350,.782
496,5,21,9,4.92,117,25,0,0,11,10,12,6,217.2,147,119,1003,861,248,40,4,19,97,4,19,151,3837,1.59,.288,.368,.778
497,10,21,9,4.92,145,26,0,0,8,13,17,3,225.0,131,123,998,853,207,36,4,16,104,3,17,197,3900,1.38,.243,.331,.682
498,9,21,9,4.58,126,28,1,0,8,18,12,5,240.0,144,122,1072,926,254,50,7,21,97,1,23,180,4087,1.46,.274,.352,.763
499,3,21,9,4.38,122,26,0,0,13,8,7,6,230.0,121,112,1009,902,250,46,4,21,86,3,7,171,3958,1.46,.277,.342,.749
500,4,21,9,4.37,120,24,0,0,10,11,11,4,210.0,113,102,918,778,189,34,4,18,110,3,14,197,3542,1.42,.243,.344,.710
501,7,21,9,4.35,138,28,2,0,13,15,15,6,240.0,128,116,1065,939,240,47,1,22,90,2,22,205,4184,1.38,.256,.332,.710
502,2,21,9,3.29,119,27,1,1,16,8,14,4,238.0,98,87,1026,895,221,38,3,17,99,1,16,201,3965,1.35,.247,.330,.683
503,1,21,9,2.82,104,26,1,1,13,9,15,4,229.2,81,72,932,850,199,32,0,11,66,3,5,170,3571,1.15,.234,.292,.602
504,8,21,10,4.96,123,23,0,0,10,9,14,6,205.0,117,113,903,762,190,28,2,19,111,3,13,185,3627,1.47,.249,.353,.719
505,5,21,10,4.60,93,22,1,1,10,10,9,3,188.0,107,96,831,729,190,41,1,9,80,4,9,114,3133,1.44,.261,.338,.694
506,3,21,10,4.30,91,21,1,0,11,9,13,8,180.0,93,86,792,707,187,37,3,17,69,3,8,154,3050,1.42,.265,.335,.733
507,7,21,10,4.26,137,27,1,1,11,11,14,7,239.0,123,113,1060,918,228,42,8,20,117,7,10,208,4188,1.44,.248,.338,.715
508,2,21,10,4.21,138,26,0,0,13,10,10,7,229.0,111,107,1011,860,217,35,5,15,115,2,7,208,4011,1.45,.252,.339,.696
509,10,21,10,4.18,115,21,0,0,5,13,14,2,185.0,107,86,835,715,190,25,2,13,82,3,20,133,3319,1.47,.266,.354,.714
510,9,21,10,3.96,137,28,0,0,14,10,34,12,248.0,123,109,1083,937,238,31,1,18,100,0,24,184,4258,1.36,.254,.337,.684
511,6,21,10,3.47,107,22,0,0,10,7,9,4,194.2,88,75,845,737,194,25,1,14,84,4,8,147,3311,1.43,.263,.342,.699
512,1,21,10,3.18,99,25,0,0,8,13,11,4,215.0,90,76,911,816,203,26,1,15,75,6,4,189,3466,1.29,.249,.313,.651
513,4,21,10,3.00,149,29,0,0,10,10,21,3,258.0,92,86,1093,959,219,45,5,11,98,7,19,242,4422,1.23,.228,.311,.631
514,7,22,4,4.22,115,25,0,0,8,17,2,3,221.2,114,104,977,851,219,41,4,17,90,3,20,198,3824,1.39,.257,.340,.715
515,10,22,4,4.00,126,25,0,0,9,16,15,5,216.0,113,96,959,833,210,44,1,18,92,5,15,167,3776,1.40,.252,.334,.706
516,3,22,4,3.84,112,25,0,0,10,15,9,6,218.0,113,93,958,850,226,47,1,18,72,2,13,159,3627,1.37,.266,.330,.717
517,1,22,4,3.51,101,24,0,0,11,13,12,8,213.0,92,83,885,814,216,26,7,12,43,2,13,185,3332,1.22,.265,.310,.669
518,9,22,4,3.49,100,24,0,0,10,14,12,6,209.0,100,81,899,793,187,43,4,15,74,1,13,182,3427,1.25,.236,.309,.665
519,2,22,4,3.46,119,24,0,0,13,11,17,10,218.2,97,84,934,809,197,33,1,11,92,2,13,170,3625,1.32,.244,.328,.656
520,4,22,4,3.28,123,25,0,0,14,11,11,7,225.0,89,82,953,834,198,32,7,11,89,4,15,191,3692,1.28,.237,.320,.652
521,5,22,4,3.09,111,25,0,0,14,11,20,9,227.0,91,78,940,843,195,46,2,10,73,1,10,170,3582,1.18,.231,.298,.624
522,8,22,4,3.00,104,24,0,0,14,9,19,9,219.1,86,73,929,826,194,39,3,5,84,1,8,235,3623,1.27,.235,.310,.617
523,6,22,4,2.61,104,25,0,0,19,5,21,11,228.0,68,66,928,831,170,24,2,11,79,5,8,175,3572,1.09,.205,.279,.557
524,10,22,5,6.51,131,26,0,0,10,16,14,6,228.0,174,165,1053,918,285,69,8,23,96,5,14,175,4024,1.67,.311,.380,.858
525,8,22,5,4.83,115,26,0,0,9,17,5,2,227.1,134,122,1003,873,245,49,3,16,88,7,19,185,3858,1.47,.281,.356,.755
526,4,22,5,4.25,142,26,0,0,14,12,21,6,230.2,125,109,1018,888,236,35,7,19,98,6,13,167,3980,1.45,.266,.343,.728
527,7,22,5,4.25,118,26,0,0,9,17,11,5,228.2,127,108,1024,883,231,38,6,20,106,3,20,220,4069,1.47,.262,.351,.737
528,6,22,5,4.16,103,26,1,0,15,10,11,10,235.2,110,109,987,865,213,33,3,24,89,6,14,187,3801,1.28,.246,.324,.698
529,2,22,5,4.12,107,25,0,0,11,13,12,3,225.0,118,103,987,857,221,34,2,25,101,2,10,173,3872,1.43,.258,.339,.729
530,9,22,5,4.11,120,26,0,0,18,8,14,9,232.0,128,106,1008,905,247,44,7,23,74,4,8,187,3829,1.38,.273,.330,.743
531,1,22,5,3.93,105,26,0,0,11,15,8,4,233.2,115,102,979,883,223,33,0,19,70,8,11,204,3760,1.25,.253,.313,.667
532,3,22,5,3.70,112,25,1,1,14,11,12,7,226.0,102,93,980,873,220,33,2,23,89,7,5,174,3906,1.37,.252,.324,.698
533,5,22,5,3.18,109,26,1,1,17,9,11,7,234.2,102,83,992,869,200,52,4,16,94,4,12,199,3880,1.25,.230,.311,.665
534,2,22,6,5.79,49,10,0,0,4,6,3,2,87.0,63,56,402,355,106,13,3,11,36,0,4,65,1574,1.63,.299,.367,.812
535,10,22,6,5.32,47,10,0,0,3,7,5,1,88.0,56,52,394,336,85,11,2,11,46,1,5,63,1567,1.49,.253,.348,.744
536,5,22,6,5.28,49,10,0,0,5,4,3,2,92.0,57,54,408,359,97,27,1,9,36,0,4,82,1608,1.45,.270,.340,.766
537,9,22,6,5.04,46,10,0,0,4,5,5,2,91.0,51,51,398,346,90,11,1,11,40,0,3,72,1604,1.43,.260,.338,.732
538,8,22,6,4.50,44,10,0,0,3,6,5,1,96.0,53,48,420,365,91,23,1,7,36,4,8,93,1647,1.32,.249,.327,.702
539,6,22,6,4.30,49,11,0,0,5,5,3,4,98.1,56,47,425,384,94,21,4,8,37,1,2,78,1630,1.33,.245,.314,.697
540,3,22,6,4.26,54,10,0,0,5,5,8,5,95.0,57,45,420,374,106,18,1,9,35,2,5,78,1691,1.48,.283,.350,.759
541,4,22,6,3.82,52,10,0,0,6,3,8,3,92.0,42,39,394,356,92,14,2,9,29,2,3,57,1434,1.32,.258,.319,.704
542,1,22,6,2.91,46,11,1,1,6,3,5,2,102.0,36,33,430,381,85,11,0,7,41,0,5,83,1620,1.24,.223,.307,.614
543,7,22,6,1.99,45,10,0,0,6,3,2,3,95.0,24,21,376,334,69,13,1,1,27,0,7,89,1437,1.01,.207,.277,.537
